DIVISION,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,AGE,UNIT_TYPE,FUEL_PRODUCT,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),CATEGORY_CLASS,EXPECTED_LIFE(YR),IN_SERVICE_DATE,MAINTENENACE_LOCATION_NAME,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,FUEL_DESC,AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),VEU,CATEGORY_GROUP,CATEGORY_GROUP_DESC,TECH_SPEC,TECH_SPEC_DESC,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),PARK_LOCATION,PARK_LOCATION_NAME
SOLID WASTE MANAGEMENT,041170,2014,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,8.76,LIGHT DUTY,UNLEADED, 30-Jun-23, 28-Apr-23,40283,976,493,1,CLASS1,8, 29-Oct-14,FINCH GARAGE,Active Unit,,CSW0130501,CSW0130501,,"1,160.00",21.54,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN14,AWD SPORT UTILITY VEHICLE,V1.5OVR,BYAC---8,"160,000","4,000",005603,120 DISCO RD
SOLID WASTE MANAGEMENT,041172,2014,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,8.81,LIGHT DUTY,UNLEADED, 24-May-23, 28-Oct-22,69319,1992,960,0,CLASS1,8, 10-Oct-14,YONGE GARAGE,Active Unit,,SW0706,SW0706,,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN14,AWD SPORT UTILITY VEHICLE,V1.5OVR,BYAC---8,"160,000","4,000",000541,100 QUEEN ST W
SOLID WASTE MANAGEMENT,041269,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.61,LIGHT DUTY,UNLEADED, 18-Jul-23, 24-Jul-23,72843,2230,13630,1,CLASS1,8, 20-Dec-17,BERMONDSEY GARAGE,Active Unit,,SW1060,SW1060,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",48.00,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004869,25 OLD EGLINTON AVE
SOLID WASTE MANAGEMENT,041270,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.36,LIGHT DUTY,UNLEADED, 31-Jul-23, 30-Jun-23,115671,4226,21770,451,CLASS1,8, 23-Mar-18,BERMONDSEY GARAGE,Active Unit,,SW1060,SW1060,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",115.77,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004869,25 OLD EGLINTON AVE
SOLID WASTE MANAGEMENT,041274,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.06,LIGHT DUTY,UNLEADED, 26-Jul-23, 10-Mar-23,44429,328,4325,2,CLASS1,8, 12-Jul-18,ELLESMERE GARAGE,Active Unit,,SW1060,SW0612,,"1,160.00",33.02,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005603,120 DISCO RD
SOLID WASTE MANAGEMENT,041289,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.95,LIGHT DUTY,UNLEADED, 28-Jul-23, 21-Jun-23,40674,2286,3746,79,CLASS1,8, 20-Aug-18,INGRAM GARAGE,Active Unit,,SW0009,SW0009,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",94.61,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005178,86 INGRAM DR
SOLID WASTE MANAGEMENT,041290,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.63,LIGHT DUTY,UNLEADED, 13-Jul-23, 7-Feb-23,67859,2952,6099,254,CLASS1,8, 13-Dec-18,BERMONDSEY GARAGE,Active Unit,,SW1060,SW1060,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",8.65,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004869,25 OLD EGLINTON AVE
SOLID WASTE MANAGEMENT,041291,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.64,LIGHT DUTY,UNLEADED, 17-Jun-23, 25-Jul-23,66397,2912,19242,792,CLASS1,8, 10-Dec-18,YONGE GARAGE,Active Unit,,SW0718,SW0718,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",232.74,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",000520,433 EASTERN AVE
SOLID WASTE MANAGEMENT,041292,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.64,LIGHT DUTY,UNLEADED, 27-Jul-23, 18-Jul-23,84852,3002,10691,4,CLASS1,8, 10-Dec-18,INGRAM GARAGE,Active Unit,,SW1020,SW1020,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",112.11,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005178,86 INGRAM DR
SOLID WASTE MANAGEMENT,041293,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.65,LIGHT DUTY,UNLEADED, 17-Jul-23, 27-Jul-23,32422,1404,3128,1,CLASS1,8, 6-Dec-18,INGRAM GARAGE,Active Unit,,SW1020,SW1020,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",16.01,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005178,86 INGRAM DR
